FID,OBJECTID,Join_Count,TARGET_FID,SEQNUM,X,Y,CFCA_ID,SiteName,Hydroclass,EcoHydro_T,Wetland_Ty,Urban_Dens,SusceptGW,Stressed,Hydro_alt,Acres,Class,SFxZsuArea,SFxZsuAr_1,SFxZusArea,SFxZusAr_1,Lake_,Name,Row,Column_,Ranking,ZsuP_L1,ZusP_L1,ZsuR_L1,ZusR_L1,ZsuP_L3,ZusP_L3,ZsuR_L3,ZusR_L3,X_SP,Y_SP
925,926,0,926,146779.000000000000000,1458191.801000000000000,10092542.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,29.375192999999999,Class 1,0.001622979374920,0.002515985202460,0.658341566454000,1.132794638620000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0012946,0.0182531,0.0000552,0.0224115,0.0019296,0.0320895,0.0000856,0.0385630,473881.0000000,1263820.0000000
926,927,0,927,146780.000000000000000,1459441.799000000100000,10092542.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,14.761784000000000,Class 1,0.000998929925272,0.001242942225440,0.423450322241000,0.556892723983000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0015578,0.0234675,0.0000677,0.0286856,0.0019000,0.0313401,0.0000842,0.0377253,475132.0000000,1263820.0000000
927,928,0,928,146781.000000000000000,1460691.796000000100000,10092542.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,11.199953000000001,Class 1,0.000619245382019,0.000908428227262,0.251211804957000,0.402842726587000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0012954,0.0182679,0.0000553,0.0224297,0.0018368,0.0297787,0.0000811,0.0359683,476382.0000000,1263820.0000000
928,929,0,929,146782.000000000000000,1461941.794000000000000,10092542.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,21.940358000000000,Class 1,0.001372369466390,0.001953130726940,0.571537978484000,0.889413613369000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0014499,0.0212504,0.0000626,0.0260496,0.0019980,0.0338691,0.0000890,0.0405378,477633.0000000,1263820.0000000
929,930,0,930,147158.000000000000000,1446941.824000000000000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,1.005717000000000,Class 1,0.000000211200566,0.000066809782658,0.000000000000000,0.028200888449900,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000835,0.0006848,0.0000002,0.0000000,0.0015317,0.0229215,0.0000664,0.0280406,462628.0000000,1262570.0000000
930,931,0,931,147159.000000000000000,1448191.821000000000000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,32.498424999999997,Class 1,0.000001624921269,0.002210542959500,0.000000000000000,0.938122614524000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000797,0.0006415,0.0000001,0.0000000,0.0015651,0.0236212,0.0000680,0.0288667,463878.0000000,1262570.0000000
931,932,1,932,147160.000000000000000,1449441.818999999900000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002500055796850,0.000000000000000,1.067028466950000,259.000000000000000,CROOKED LAKE,380.000000000000000,108.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0015994,0.0243533,0.0000696,0.0297267,465129.0000000,1262570.0000000
932,933,1,933,147161.000000000000000,1450691.816000000100000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002738035948310,0.000000000000000,1.194885699810000,259.000000000000000,CROOKED LAKE,380.000000000000000,109.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017374,0.0274259,0.0000763,0.0332888,466379.0000000,1262570.0000000
933,934,1,934,147162.000000000000000,1451941.814000000000000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002802287258810,0.000000000000000,1.230216298690000,259.000000000000000,CROOKED LAKE,380.000000000000000,110.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017743,0.0282861,0.0000781,0.0342731,467629.0000000,1262570.0000000
934,935,1,935,147163.000000000000000,1453191.811000000000000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002601637328090,0.000000000000000,1.120869942050000,259.000000000000000,CROOKED LAKE,380.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0016583,0.0256394,0.0000725,0.0312267,468880.0000000,1262570.0000000
935,936,1,936,147164.000000000000000,1454441.808999999900000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002573639029320,0.000000000000000,1.106086845180000,259.000000000000000,CROOKED LAKE,380.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0016422,0.0252851,0.0000717,0.0308149,470130.0000000,1262570.0000000
936,937,1,937,147165.000000000000000,1455691.806000000100000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002873718253920,0.000000000000000,1.269906276260000,259.000000000000000,CROOKED LAKE,380.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018152,0.0292581,0.0000801,0.0353788,471381.0000000,1262570.0000000
937,938,0,938,147166.000000000000000,1456941.804000000000000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,19.775178000000000,Class 1,0.001351435652970,0.001682472121020,0.574245669417000,0.756061228264000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0015720,0.0237673,0.0000683,0.0290387,0.0019180,0.0317938,0.0000851,0.0382328,472631.0000000,1262570.0000000
938,939,0,939,147167.000000000000000,1458191.801000000000000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,7.637004000000000,Class 1,0.000520690941182,0.000648763484385,0.221121893675000,0.291406450569000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0015686,0.0236953,0.0000682,0.0289540,0.0019153,0.0317260,0.0000849,0.0381572,473881.0000000,1262570.0000000
939,940,0,940,147168.000000000000000,1459441.799000000100000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,4.417721000000000,Class 1,0.000187046313890,0.000365743122942,0.071938128188500,0.163121299824000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0010164,0.0133796,0.0000423,0.0162840,0.0018714,0.0306265,0.0000828,0.0369243,475132.0000000,1262570.0000000
940,941,0,941,147169.000000000000000,1460691.796000000100000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,2.301749000000000,Class 1,0.000127977247531,0.000193116737812,0.051978554943200,0.086446783583100,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0013021,0.0183920,0.0000556,0.0225822,0.0018940,0.0311899,0.0000839,0.0375570,476382.0000000,1262570.0000000
941,942,0,942,147170.000000000000000,1461941.794000000000000,10091292.150000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,5.547317000000000,Class 1,0.000317251049177,0.000462979074529,0.129607958818000,0.206922187794000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0013360,0.0190307,0.0000572,0.0233641,0.0018849,0.0309619,0.0000835,0.0373013,477633.0000000,1262570.0000000
942,943,0,943,147547.000000000000000,1448191.821000000000000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,11.156447000000000,Class 1,0.000000557822357,0.000778385324745,0.000000000000000,0.332342753707000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000796,0.0006407,0.0000001,0.0000000,0.0016019,0.0244067,0.0000698,0.0297893,463878.0000000,1261320.0000000
943,944,0,944,147548.000000000000000,1449441.818999999900000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.709902999999997,Class 1,0.000007856178803,0.002520762124070,0.000000000000000,1.079176152400000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000838,0.0006874,0.0000002,0.0000000,0.0016189,0.0247755,0.0000706,0.0302206,465129.0000000,1261320.0000000
944,945,1,945,147549.000000000000000,1450691.816000000100000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002594458623390,0.000000000000000,1.117080584670000,259.000000000000000,CROOKED LAKE,381.000000000000000,109.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0016542,0.0255485,0.0000723,0.0311212,466379.0000000,1261320.0000000
945,946,1,946,147550.000000000000000,1451941.814000000000000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002655838154720,0.000000000000000,1.150109310070000,259.000000000000000,CROOKED LAKE,381.000000000000000,110.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0016898,0.0263426,0.0000740,0.0320413,467629.0000000,1261320.0000000
946,947,1,947,147551.000000000000000,1453191.811000000000000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894565999999998,Class 1,0.355963179447000,0.002717218704220,0.000000000000000,1.183422314570000,259.000000000000000,CROOKED LAKE,381.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017253,0.0271478,0.0000757,0.0329694,468880.0000000,1261320.0000000
947,948,1,948,147552.000000000000000,1454441.808999999900000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002811620512600,0.000000000000000,1.235458338680000,259.000000000000000,CROOKED LAKE,381.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017797,0.0284142,0.0000783,0.0344191,470130.0000000,1261320.0000000
948,949,1,949,147553.000000000000000,1455691.806000000100000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894565999999998,Class 1,0.355963179447000,0.002871924312550,0.000000000000000,1.268923537680000,259.000000000000000,CROOKED LAKE,381.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018142,0.0292340,0.0000800,0.0353514,471381.0000000,1261320.0000000
949,950,0,950,147554.000000000000000,1456941.804000000000000,10090042.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,19.537727000000000,Class 1,0.001290271421810,0.001532734697380,0.543877762928000,0.673744635731000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0015235,0.0227499,0.0000660,0.0278373,0.0017822,0.0284714,0.0000785,0.0344843,472631.0000000,1261320.0000000
950,951,0,951,147936.000000000000000,1449441.818999999900000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,9.178000000000001,Class 1,0.000000458900005,0.000663385869586,0.000000000000000,0.285630099621000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000796,0.0006407,0.0000001,0.0000000,0.0016542,0.0255485,0.0000723,0.0311212,465129.0000000,1260070.0000000
951,952,0,952,147937.000000000000000,1450691.816000000100000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.731161999999998,Class 1,0.000002501181293,0.002644106103190,0.000000000000000,1.145013713410000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000801,0.0006466,0.0000001,0.0000000,0.0016900,0.0263460,0.0000740,0.0320452,466379.0000000,1260070.0000000
952,953,1,953,147938.000000000000000,1451941.814000000000000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002707166768470,0.000000000000000,1.177900354410000,259.000000000000000,CROOKED LAKE,382.000000000000000,110.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017194,0.0270141,0.0000754,0.0328156,467629.0000000,1260070.0000000
953,954,1,954,147939.000000000000000,1453191.811000000000000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002747369185980,0.000000000000000,1.199986257680000,259.000000000000000,CROOKED LAKE,382.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017427,0.0275498,0.0000765,0.0334309,468880.0000000,1260070.0000000
954,955,1,955,147940.000000000000000,1454441.808999999900000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002832797594910,0.000000000000000,1.247064850980000,259.000000000000000,CROOKED LAKE,382.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017918,0.0286980,0.0000789,0.0347425,470130.0000000,1260070.0000000
955,956,1,956,147941.000000000000000,1455691.806000000100000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002902074751210,0.000000000000000,1.285868284810000,259.000000000000000,CROOKED LAKE,382.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018315,0.0296507,0.0000808,0.0358235,471381.0000000,1260070.0000000
956,957,0,957,147942.000000000000000,1456941.804000000000000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,30.411470999999999,Class 1,0.001754741851180,0.002507121597500,0.718303427394000,1.116813562950000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0013470,0.0192400,0.0000577,0.0236195,0.0018642,0.0304480,0.0000824,0.0367234,472631.0000000,1260070.0000000
957,958,0,958,147943.000000000000000,1458191.801000000000000,10088792.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,0.747348000000000,Class 1,0.000047082923626,0.000062351244248,0.019640492576200,0.027867306321400,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0014594,0.0214429,0.0000630,0.0262803,0.0018844,0.0309503,0.0000834,0.0372883,473881.0000000,1260070.0000000
958,959,0,959,148325.000000000000000,1450691.816000000100000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,2.094514000000000,Class 1,0.000000104725701,0.000156543970531,0.000000000000000,0.067962792797800,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000797,0.0006424,0.0000001,0.0000000,0.0017054,0.0266949,0.0000747,0.0324480,466379.0000000,1258820.0000000
959,960,0,960,148326.000000000000000,1451941.814000000000000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,17.404769999999999,Class 1,0.000001218333877,0.001331116789140,0.000000000000000,0.581312170901000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000802,0.0006475,0.0000001,0.0000000,0.0017415,0.0275225,0.0000765,0.0333996,467629.0000000,1258820.0000000
960,961,1,961,148327.000000000000000,1453191.811000000000000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002808031029660,0.000000000000000,1.233352419550000,259.000000000000000,CROOKED LAKE,383.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017776,0.0283627,0.0000782,0.0343604,468880.0000000,1258820.0000000
961,962,1,962,148328.000000000000000,1454441.808999999900000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002869410102710,0.000000000000000,1.267612299730000,259.000000000000000,CROOKED LAKE,383.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018129,0.0292018,0.0000799,0.0353149,470130.0000000,1258820.0000000
962,963,1,963,148329.000000000000000,1455691.806000000100000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002931149458490,0.000000000000000,1.302206441090000,259.000000000000000,CROOKED LAKE,383.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018481,0.0300534,0.0000817,0.0362787,471381.0000000,1258820.0000000
963,964,1,964,148330.000000000000000,1456941.804000000000000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002986067485240,0.000000000000000,1.333388392110000,259.000000000000000,CROOKED LAKE,383.000000000000000,114.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018794,0.0308249,0.0000832,0.0371474,472631.0000000,1258820.0000000
964,965,0,965,148331.000000000000000,1458191.801000000000000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,28.671661000000000,Class 1,0.001398030217210,0.002427916341100,0.552920670477000,1.089577556200000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0011553,0.0157378,0.0000488,0.0192846,0.0019098,0.0315872,0.0000847,0.0380019,473881.0000000,1258820.0000000
965,966,0,966,148332.000000000000000,1459441.799000000100000,10087542.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,3.002041000000000,Class 1,0.000182464049970,0.000248809147950,0.075526457974100,0.111001002943000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0014125,0.0205093,0.0000608,0.0251584,0.0018732,0.0306717,0.0000829,0.0369752,475132.0000000,1258820.0000000
966,967,0,967,148714.000000000000000,1451941.814000000000000,10086292.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,7.468367000000000,Class 1,0.000003659499761,0.000576109837399,0.000000000000000,0.252147010397000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000899,0.0007563,0.0000005,0.0000000,0.0017552,0.0278389,0.0000771,0.0337620,467629.0000000,1257570.0000000
967,968,1,968,148715.000000000000000,1453191.811000000000000,10086292.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.389575000000001,Class 1,0.350955229164000,0.002791883561600,0.000000000000000,1.229059454100000,259.000000000000000,CROOKED LAKE,384.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017913,0.0286866,0.0000789,0.0347294,468880.0000000,1257570.0000000
968,969,1,969,148716.000000000000000,1454441.808999999900000,10086292.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002893460148880,0.000000000000000,1.281093629000000,259.000000000000000,CROOKED LAKE,384.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018266,0.0295331,0.0000806,0.0356905,470130.0000000,1257570.0000000
969,970,1,970,148717.000000000000000,1455691.806000000100000,10086292.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894565999999998,Class 1,0.355963179447000,0.002836388578330,0.000000000000000,1.249078095860000,259.000000000000000,CROOKED LAKE,384.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017938,0.0287473,0.0000790,0.0347985,471381.0000000,1257570.0000000
970,971,1,971,148718.000000000000000,1456941.804000000000000,10086292.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002892383356230,0.000000000000000,1.280344409050000,259.000000000000000,CROOKED LAKE,384.000000000000000,114.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018259,0.0295147,0.0000806,0.0356696,472631.0000000,1257570.0000000
971,972,1,972,148719.000000000000000,1458191.801000000000000,10086292.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.003072932989630,0.000000000000000,1.383357939230000,259.000000000000000,CROOKED LAKE,384.000000000000000,115.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0019288,0.0320685,0.0000856,0.0385395,473881.0000000,1257570.0000000
972,973,0,973,148720.000000000000000,1459441.799000000100000,10086292.160000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,16.672923000000001,Class 1,0.000911508689939,0.001451711444570,0.368906249605000,0.656774473356000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0012821,0.0180211,0.0000547,0.0221261,0.0019585,0.0328341,0.0000871,0.0393917,475132.0000000,1257570.0000000
973,974,0,974,149101.000000000000000,1450691.816000000100000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,2.175444000000000,Class 1,0.000000087017759,0.000165246727732,0.000000000000000,0.072035021276300,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000795,0.0006398,0.0000000,0.0000000,0.0017307,0.0272726,0.0000760,0.0331128,466379.0000000,1256310.0000000
974,975,1,975,149102.000000000000000,1451941.814000000000000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,22.845215000000000,Class 1,0.226553940408000,0.001775530032700,0.000000000000000,0.778537749710000,259.000000000000000,CROOKED LAKE,385.000000000000000,110.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0017671,0.0281160,0.0000777,0.0340788,467629.0000000,1256310.0000000
975,976,1,976,149103.000000000000000,1453191.811000000000000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002852540461320,0.000000000000000,1.258157710590000,259.000000000000000,CROOKED LAKE,385.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018032,0.0289698,0.0000795,0.0350515,468880.0000000,1256310.0000000
976,977,1,977,149104.000000000000000,1454441.808999999900000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894547000000003,Class 1,0.355962991025000,0.002914637210670,0.000000000000000,1.292936676300000,259.000000000000000,CROOKED LAKE,385.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018387,0.0298248,0.0000812,0.0360204,470130.0000000,1256310.0000000
977,978,1,978,149105.000000000000000,1455691.806000000100000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,31.749112000000000,Class 1,0.314853085342000,0.002526594352060,0.000000000000000,1.114799571760000,259.000000000000000,CROOKED LAKE,385.000000000000000,113.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018054,0.0290237,0.0000796,0.0351128,471381.0000000,1256310.0000000
978,979,0,979,149106.000000000000000,1456941.804000000000000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,29.103601000000001,Class 1,0.001023573648520,0.002361175086620,0.379279579686000,1.047185434120000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0008599,0.0108885,0.0000352,0.0130320,0.0018373,0.0297902,0.0000811,0.0359813,472631.0000000,1256310.0000000
979,980,0,980,149107.000000000000000,1458191.801000000000000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.816344000000001,Class 1,0.000510741071561,0.002957713745450,0.149636037305000,1.318195862650000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0004017,0.0044746,0.0000143,0.0041779,0.0018671,0.0305198,0.0000826,0.0368043,473881.0000000,1256310.0000000
980,981,0,981,149108.000000000000000,1459441.799000000100000,10085042.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,19.633092999999999,Class 1,0.000473157537204,0.001648001861500,0.160971140464000,0.737769986942000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0006157,0.0073177,0.0000241,0.0081990,0.0018948,0.0312085,0.0000839,0.0375779,475132.0000000,1256310.0000000
981,982,0,982,149488.000000000000000,1449441.818999999900000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,2.456931000000000,Class 1,0.000003439703335,0.000167808395843,0.000000000000000,0.071285274115400,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0001112,0.0009950,0.0000014,0.0000000,0.0015710,0.0237462,0.0000683,0.0290140,465128.0000000,1255060.0000000
982,983,0,983,149489.000000000000000,1450691.816000000100000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,23.523821999999999,Class 1,0.000000940952874,0.001646667583980,0.000000000000000,0.703578456796000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0000794,0.0006390,0.0000000,0.0000000,0.0016066,0.0245091,0.0000700,0.0299092,466379.0000000,1255060.0000000
983,984,1,984,149490.000000000000000,1451941.814000000000000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002574716467260,0.000000000000000,1.106601868580000,259.000000000000000,CROOKED LAKE,386.000000000000000,110.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0016428,0.0252974,0.0000717,0.0308292,467629.0000000,1255060.0000000
984,985,1,985,149491.000000000000000,1453191.811000000000000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894565999999998,Class 1,0.355963179447000,0.002870488414510,0.000000000000000,1.268174718680000,259.000000000000000,CROOKED LAKE,386.000000000000000,111.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018135,0.0292156,0.0000800,0.0353305,468880.0000000,1255060.0000000
985,986,1,986,149492.000000000000000,1454441.808999999900000,10083792.170000000000000,SW-QQ,Crooked Lake,1F Xeric Lakes,1F,Ridge,Low,Moderate,YES,YES,35.894556000000001,Class 1,0.355963080277000,0.002932944199960,0.000000000000000,1.303236200650000,259.000000000000000,CROOKED LAKE,386.000000000000000,112.000000000000000,L,0.0244412,0.0001525,0.0099169,0.0000000,0.0018491,0.0300789,0.0000817,0.0363073,470130.0000000,1255060.0000000
